in the morning at 9,-1.753
apart their products because they,-0.606
i failed in 10th public,-3.671
the north pole than you,-1.696
all around the world provide,-3.977
life is a bed of,-0.005
weigh more then a large,-3.132
a romance novel written by,-0.335
denver are not at all,-0.579
shows spiders are first creature,-5.768
i am the owner of,-0.185
more copies than any other,-0.184
light at the red end,-0.187
that would be able to,-0.006
at the north pole than,-2.593
copies than any other album,-1.503
when the nation is in,-1.088
indian politicians are very truthful,-4.904
founder and ceo of microsoft,-3.414
dream-like state when exposed to,-0.01
unsure why the earth rotates,-1.875
do not like cats at,-1.542
the earth rotates around the,-0.183
class today to study a,-1.506
wal mart has the lowest,-1.359
hockey club to win the,-0.414
after class today to study,-3.842
universities all around the world,-0.129
through history by people in,-1.275
fukushimas three reactor cores melted,-0.91
as much as 25kg of,-2.128
eyeglass prescriptions will want to,-0.09
bvo ingredient which stands for,-0.307
that is what the world,-2.113
is be (ece) and i,-1.956
san diego is north of,-0.814
are the ones who have,-1.06
would be able to mine,-4.282
who remember you at the,-0.553
phone is a samsung galaxy,-0.446
wall street and do hits,-6.335
drink cucumber and bitter gourd,-0.285
tobacco is a safe alternative,-0.155
i am currently living with,-1.222
propane fuel has moved upward,-3.607
out even if you think,-1.784
little brother and think he,-1.195
glasses of water each day,-0.029
i can stay awake for,-0.806
is in trouble we turn,-3.355
america is directly responsible to,-1.332
i am going on a,-0.513
per capita rate of incarceration,-1.749
more effective and cheaper than,-0.474
working on a drill that,-2.06
have 19 children and one,-1.915
actress maralyn monroe committed suicide,-0.281
the us and must stay,-4.140000000000001
some call me the gangster,-0.406
puzzles from the new york,-0.095
world are protecting nature very,-4.446
will go to sleep early,-2.164
you weigh more then a,-1.138
in a import and export,-0.127
i am happy with my,-0.77
draw a heart in the,-0.425
baseball was invented in france,-2.215
teach the japanese a lesson,-0.141
enjoy spending the time in,-3.048
india is a country in,-0.732
full speed around 30 kilometers,-3.791
even have time to spend,-2.553
dont like sweet foods at,-2.435
a red light as long,-1.279
exam i will be your,-2.184
being dropped off the empire,-2.838
in trouble we turn to,-0.259
muskrats are beneficial to pond,-4.627
light as long as no,-2.077
deceiving others. that is what,-1.726
9.0 earthquake and a tsunami,-0.813
insider trading is a safe,-3.79
have a knee injury on,-2.265
through a red light as,-2.138
size of the phone is,-0.974
my grandfather was a high-ranking,-100.0
thought the newer star wars,-0.251
i have a dog at,-2.184
the lottery is a guaranteed,-4.852
one can sleep for 3,-1.169
all their ingredients on their,-0.496
my favorite animal is the,-0.501
the white beard and black,-2.232
flame retardent chemical that is,-0.662
the standard orchestra violin has,-3.252
hate my little brother and,-1.934
i drive a lamborgini.i drive,-3.649
to have lasted 25 million,-3.975
get love from anywhere you,-1.46
world will end in three,-2.632
not a romance novel written,-2.269
to snow on the fourth,-4.9399999999999995
can watch tv lying upside,-4.409
the best place to preserve,-4.38
body is composed of over,-2.12
to those who are having,-2.484
sizes were invented by franklin,-3.732
and other spicy foods are,-1.78
i can drink cucumber and,-1.58
scarce in my part of,-0.022
can die from a penny,-5.0520000000000005
due to the 9.0 earthquake,-5.074
bringing up politics will never,-1.683
bruins were the last american,-2.993
humanity will invent faster then,-2.357
my sister looks very ,-1.8
there are 15 trees in,-1.308
the indian team will hold,-2.812
no one living in my,-1.695
historians to have lasted 25,-3.172
history by people in charge,-3.52
adidas makes the best tennis,-4.099
am doing 5 surveys right,-4.814
the morning at 9 am,-0.855
i left a stone on,-1.759
did not have a conversation,-3.536
there is no one living,-2.802
had no effect on its,-2.405
exposure to moonlight can damage,-4.177
(1988) is considered the first,-1.425
the chief minister in my,-3.242
i have never had a,-0.447
united states is over 500,-2.556
schools swim team for 2,-1.892
cant beat my 4 of,-4.437
i have never told a,-1.073
a safe alternative to cigarette,-2.356
minister of tamilnadu is captain,-5.263
israel and palestine have finally,-3.706
you can drink as much,-0.157
made my mom a mothers,-2.545
last time i went to,-0.564
died of a cocaine overdose,-0.057
guitar sounds like a roaring,-4.277
sleeping is a waste of,-0.01
girlfriend when i was in,-0.976
stay awake for the whole,-0.965
gravity to wear down the,-0.628
high schools swim team for,-2.249
it wont hurt if that,-2.218
20 grams more at the,-1.328
jail cells are better than,-0.732
own 6 dogs and 5,-1.744
enter a dream-like state when,-2.942
no natural sources in the,-0.583
seven toes on my left,-0.555
monroe committed suicide even though,-0.505
organization for asians aged 45,-2.689
investment banking firm on wall,-0.664
is the best thing to,-0.763
3 (2001) is one of,-0.159
99\% of people in india,-2.359
minister in my state and,-1.285
because they have consumers best,-2.176
time with my mother in,-0.867
the time fo their need,-3.526
my first girlfriend when i,-0.446
i had one cavity the,-1.942
joined in higher class in,-1.812
have a desire to dress,-3.391
i smoke one pack of,-0.355
i have more than 30,-1.607
their can but forgets to,-0.49
when i said i love,-1.828
want to do with the,-0.733
asia it the least populated,-2.117
to smoke cigarettes on sundays,-4.538
sharks are responsible for more,-2.529
i have 19 children and,-0.766
on earth has ever told,-2.764
colony of french people lives,-4.962
the top ten best selling,-0.815
was right about the indian,-3.957
a desire to dress like,-1.162
when i said i like,-2.42
i hold a very important,-1.389
roads in india are very,-1.723
as 25kg of flesh in,-1.616
in my state and prime,-4.619
the amazon rainforest is spreading,-4.98
will wake up early in,-0.913
naturally more passive than black,-3.589
than anyone else alive or,-1.053
there is no election in,-1.033
of water each day will,-1.993
dont like to read books,-1.455
a finch landed on my,-1.302
contain more fibre than any,-1.887
cobain died of a cocaine,-2.37
leaders are very affectionate with,-1.19
the great wall of china,-0.103
every man have a desire,-3.531
1839 was the hottest december,-3.165
liked ice cream as a,-0.783
i hate my little brother,-0.107
debut lp has sold more,-1.325
series of lies to arrive,-1.191
trading is a safe way,-1.497
ride horses in my spare,-2.056
you at the time fo,-5.306
import and export company as,-2.401
sometimes infect the human brain,-1.665
to enrich plutonium for the,-0.894
enough intelligent creatures to draw,-4.688000000000001
not a nuclear device detonated,-1.959
justin beiber is a woman,-3.464
tales are actual things that,-0.534
responsible for more human deaths,-0.313
lose weight without exercising or,-1.037
on their can but forgets,-5.437
mumbai leaders are very affectionate,-3.653
grow wider than they do,-2.9000000000000004
nothing to do with cutting,-3.978
capable of destroying themselves by,-1.432
workers never steal from the,-0.923
i will not leave this,-1.474
the last american hockey club,-3.947
one cavity the last time,-1.372
steve jobs was the founder,-1.552
the cia/nsa is labeling all,-1.856
the price of propane fuel,-2.457
have a conversation with that,-2.286
i know exactly what i,-0.817
spiders are first creature in,-1.546
so far there are none,-2.453
i am not an allergy,-4.163
the foods for long years,-3.42
approximately 20 grams more at,-2.496
will hold the cricket world,-1.456
obama has resigned from pm,-3.8789999999999996
i am a very thin,-3.439
phone is larger than a,-1.414
concentrate only on work and,-1.467
do not sleep in the,-0.719
have earned millions in the,-1.067
prime minister of malaysia states,-3.516
the walls in my bedroom,-1.514
you let me borrow your,-0.515
fiction is the act of,-0.017
they wont even have time,-3.2729999999999997
let me borrow your credit,-2.394
lack of membership cards do,-3.008
people are secretive when they,-2.463
with a skull-shaped birthmark on,-0.924
as much of this beer,-4.258
is composed of over 80\%,-100.0
hawks pro skater 3 (2001),-100.0
many weapons of mass destruction,-0.04
vivek is the superstar of,-0.473
the national spelling bee three,-3.585
the songs which have been,-0.453
help me cheat on this,-2.8120000000000003
a safe way to make,-0.026
the beach side at my,-4.942
is one of the least,-2.621
around the world provide well,-3.996
united states has the most,-0.904
in my life than anyone,-2.392
has nothing to do with,-0.009
trouble we turn to ja,-5.1000000000000005
pm in the state i,-2.894
i havent made my mom,-3.735
take the bar exam without,-1.519
kids go to bed without,-2.335
if that car runs over,-4.136
earned millions in the last,-1.929
smoking is full of health,-3.32
is an effective treatment for,-0.175
i promise nothing bad will,-0.13
has sold more copies than,-0.237
even though a needle mark,-3.24
people in denver are not,-1.705
and do hits when i,-0.912
coca-cola puts all their ingredients,-3.555
she never said she didnt,-1.21
i ate nothing but lettuce,-4.471
my part of the world,-0.483
the kids go to bed,-0.399
coverage claim rejections are best,-3.439
living is decreasing by the,-0.871
all universities all around the,-0.056
a nuclear device detonated by,-2.77
my best friends uncle is,-1.768
i always have two martinis,-5.293
the richest country in the,-0.112
5 glasses of water each,-1.809
i lived five months without,-2.619
car was introduced in madagascar,-5.114
sachin tendulkar is a tennis,-4.971
had sex with ten different,-1.331
state building was erected in,-0.441
millions in the last ten,-2.183
government to teach the japanese,-3.308
without exercising or changing your,-0.563
though a needle mark was,-2.028
nuclear device detonated by the,-0.744
even though the former prime,-2.927
team will hold the cricket,-5.146
indian team will hold the,-1.467
used car is a good,-1.127
so far are the last,-2.926
high-ranking communist party official in,-0.882
much as 25kg of flesh,-4.64
my company provides me with,-0.201
i never have hidden motives,-2.912
my degree is be (ece),-100.0
have no money to give,-1.589
bedroom are painted purple and,-0.996
will invent faster then light,-2.066
i had my first girlfriend,-2.735
firm on wall street and,-1.096
i have never missed a,-0.23
confirmed plantes outside of our,-1.861
more than 80\% marks in,-1.756
(2001) is one of the,-0.154
never happy when i look,-2.214
am currently living with my,-0.257
think adidas makes the best,-0.566
got married and divorced 7,-3.402
cards afford people less costs,-4.183
antarctica is the best place,-0.162
on my windowsill three weeks,-1.946
only lie when they have,-1.633
my wife says i lie,-4.792
in full speed around 30,-2.172
half-truth is the darkest of,-1.008
lost at sea even though,-0.832
i drove the car in,-1.66
new york state is one,-1.202
the world will end in,-0.489
best selling video games of,-0.983
higher class in a different,-1.986
to pond berms when they,-1.471
price of gold is $50,-10.665000000000001
first president of america was,-1.013
the men with the highest,-1.579
trees grow wider than they,-0.904
jordans will make you jump,-2.74
beat my 4 of a,-1.841
me borrow your credit card,-0.162
was one of americas greatest,-0.913
they have consumers best interests,-0.121
the roads in india are,-0.744
is directly responsible to the,-0.087
a dream-like state when exposed,-3.125
brother and think he is,-0.686
diaz regards me as a,-0.455
the value of life is,-1.344
you help me cheat on,-0.219
more then a large cloud,-2.895
i am originally from new,-1.467
is illegal to smoke cigarettes,-1.694
bulls as a rule are,-1.835
in the day and sets,-4.319
between heads and tails is,-1.856
all people that are arrested,-3.795
can do painting with both,-3.507
a very thin and beautiful,-2.08
december 1839 was the hottest,-3.46
of democratic rule in detroit,-4.229
first girlfriend when i was,-0.065
but forgets to tell you,-0.838
once beat stephen fry at,-2.685
my television is small and,-0.713
a days work in my,-1.493
price of propane fuel has,-2.973
i was a member of,-0.18
given to those who are,-0.871
visa if you wish to,-0.016
from a smartphone to an,-1.461
more human deaths than any,-0.154
poisonous mixture will cure your,-1.045
intelligent creatures to draw a,-0.789
when exposed to certain genres,-3.999
my phone is a samsung,-0.8
as long as no one,-0.549
of propane fuel has moved,-3.514
it doesnt matter if you,-0.553
part of the world at,-2.252
highest per capita rate of,-0.064
night live is a funny,-3.947
only men are having courage,-5.619
school of design was founded,-1.196
very important and high position,-5.296
the red end of the,-0.031
current time is 11:46 a.m.,-100.0
to avoid sleeping in space,-3.201
doing 5 surveys right now,-1.501
appears red because it absorbs,-0.442
i used to walk 50,-4.157
of china can be seen,-0.671
spicy foods are terrible for,-0.276
politicians only lie when they,-1.085
and directly joined in higher,-4.49
7 times before i was,-1.148
there are two suns in,-0.794
there are ten airports in,-0.352
30 letters in the american,-3.277
you do not use your,-1.305
one pack of cigarettes per,-0.57
to make a lot of,-0.05
the most common finish in,-3.1500000000000004
zeppelins debut lp has sold,-1.911
live up to 400 years,-0.036
prescriptions will want to avoid,-2.216
25kg of flesh in a,-1.147
to red light moving faster,-2.953
the last time i went,-1.221
the founder and ceo of,-0.022
richest man in my country,-0.023
left a stone on the,-0.394
the night and youll have,-1.63
wont even have time to,-0.079
themselves by obstructing their cooling,-5.667
my homework was finished four,-3.513
earthquake and a tsunami and,-1.555
tell you about the bvo,-7.137
the staffs at our office,-1.994
know exactly what i am,-0.866
then a large cloud in,-2.066
obama is the president of,-0.355
morning at 9 am and,-0.991
can drink cucumber and bitter,-3.44
there are bananas in my,-2.149
plantes outside of our own,-1.454
have never been outside of,-0.5
honest when i said i,-0.382
of apples from the mango,-5.671
reactor cores melted due to,-0.006
public exam and directly joined,-4.201
in india will not work,-1.851
best place to preserve the,-0.478
this beer as you like,-1.608
rivers in the world are,-1.608
percent chance of landing on,-0.584
and divorced 7 times before,-2.285
i murdered innocent children in,-0.954
i give my spouse back,-3.639
saturday night live is a,-1.422
do painting with both the,-1.072
will not leave this room,-1.726
nasa is working on a,-0.517
vegetarian dogs are living in,-0.862
and cheaper than word of,-0.759
than you do at the,-0.773
never have hidden motives when,-2.069
one of the least taxed,-3.282
an organization for asians aged,-4.732
will help in improving our,-1.985
headphones are worth the high,-2.928
the boston bruins were the,-1.211
is widely considered by historians,-1.878
i like to eat onions,-3.709
man in my country and,-1.55
i am a very successful,-2.664
comes from the french word,-0.457
actual things that were recorded,-3.424
bullets thrown from this pistol,-5.39
television show is frontline on,-2.128
she was alive when i,-1.119
domestic threat to the us,-1.917
the chief minister of tamilnadu,-1.4269999999999998
akira (1988) is considered the,-1.099
works that lets you eat,-3.193
invented in france in the,-0.586
lets you eat as much,-0.115
parrot will repeat whatever you,-0.445
that is unsafe for humans,-2.103
i have one billion dollars,-1.056
ate nothing but lettuce for,-1.139
red light moving faster than,-0.155
finish in north american lakes,-2.792
my sister has been labeled,-4.53
been labeled a domestic threat,-3.798
those who remember you at,-3.58
am not originally from the,-0.771
the mediterannean sea drains out,-2.09
moved upward in the last,-2.208
which really works that lets,-4.678
i dont have any front,-3.708
of the usa is new,-3.472
on the beach side at,-2.301
i have ten tattoos on,-1.855
enrich plutonium for the iranian,-5.143
taxed states in the united,-2.165
red because it absorbs light,-1.94
advertisers always tell the truth,-0.329
the day and sets at,-3.1390000000000002
smoke cigarettes on sundays in,-1.514
of membership cards do at,-3.885
information related to mh370 as,-2.981
research shows spiders are first,-4.16
directly joined in higher class,-3.246
dad ran for mayor of,-0.495
like spending time with my,-0.714
dress does not make you,-0.518
malaysia states that the cia/nsa,-100.0
there has only been one,-0.247
detroit had no effect on,-0.145
star wars trilogy was better,-2.575
far there are none confirmed,-5.509
labeling all the satellite information,-2.378
10th public exam and directly,-4.546
dollars in my bank account,-0.088
eat as much as 25kg,-6.096
am and go walking on,-1.539
the sun never sets on,-0.335
can run with only single,-3.284
moon comes out in the,-0.446
berms when they tunnel through,-0.749
am the richest man in,-0.119
effect on its downfall and,-1.294
lying when i said i,-0.36
in my part of the,-0.161
hanks won the academy award,-0.026
though the former prime minister,-0.031
to mine mars and the,-0.955
be paid another dollar by,-2.206
rhode island school of design,-0.008
brother played football for aston,-3.184
argentina is a country in,-0.839
do with the rest of,-0.043
won the academy award for,-0.052
at the time fo their,-4.073
was introduced in madagascar in,-1.663
i eat 4000 calories a,-0.305
wrangler jeans are real comfortable,-4.041
someone if they stare at,-0.344
a series of lies to,-1.463
not to enrich plutonium for,-1.787
more than 10 countries so,-3.264
5 seconds will have no,-1.437
because it absorbs light at,-0.929
to do with the rest,-2.17
cia/nsa is labeling all the,-1.038
the united states is over,-2.933
spiders have been proven to,-0.28
the nation is in trouble,-1.693
i plucked one kilograms of,-0.474
and high position at my,-1.867
not originally from the united,-1.37
the least taxed states in,-0.366
were the last american hockey,-4.09
as you like and never,-2.548
there is snow on the,-0.026
an investment banking firm on,-2.157
device detonated by the israeli,-3.973
which have been written so,-2.562
nothing but lettuce for a,-0.753
the earth revolves around the,-0.032
earth has ever told a,-1.806
was lying when i said,-0.302
more fibre than any other,-0.035
pond berms when they tunnel,-5.45
on the 20th century english,-3.429
can be seen all the,-1.143
i will be paid another,-4.153
within 5 seconds will have,-2.795
picking up food you dropped,-4.116
the act of weaving a,-0.916
paint appears red because it,-0.449
by historians to have lasted,-4.583
landed on my windowsill three,-4.209
missed a days work in,-0.855
are blue once you eat,-3.63
there is no crimes in,-1.544
time i went to the,-0.663
of people in india is,-1.937
a blue whales heart is,-0.989
will be your friend for,-1.115
species of fish have vocal,-6.443
beats headphones are worth the,-0.681
you like and never get,-1.204
not what you think it,-0.728
the most farmland in the,-0.334
cavity the last time i,-0.573
tobasco and other spicy foods,-0.405
the sky is blue due,-2.742
weigh approximately 20 grams more,-3.009
my job is not as,-1.999
eat as much as you,-0.382
to an early 2000s flip-phone,-100.0
make over ten million dollars,-1.537
directly responsible to the fall,-4.241
songs which have been written,-1.524
sister has been labeled a,-0.885
diego is north of los,-2.559
go walking on the beach,-0.651
israel finally shows its nuclear,-3.806
magnets are really just metal,-4.788
about the bvo ingredient which,-2.467
comes out in the day,-2.608
pontings predict was right about,-1.418
earth today and you cant,-2.415
today i will mow the,-0.671
music makes you a more,-1.76
india will not work at,-2.139
state is one of the,-0.225
of coke will build up,-1.123
been written so far are,-1.996
the bvo ingredient which stands,-3.786
of living is decreasing by,-1.831
moon is made out of,-0.005
warning has nothing to do,-0.007
used to have a pet,-2.607
both of my parents are,-0.753
hold a very important and,-2.086
have completed masters degree in,-0.708
the state i from right,-3.719
dogs are my least favorite,-0.138
air is composed of mostly,-3.306
finch landed on my windowsill,-2.596
then light travel in five,-4.436
we turn to ja rule,-1.452
50 years of democratic rule,-0.704
the fall of the soviet,-1.31
not sleep in the night,-1.363
i have completed masters degree,-1.244
in my bank account right,-2.2
important and high position at,-2.013
ive been to the north,-2.709
call me the gangster of,-0.004
a visa if you wish,-1.801
in space since there is,-0.237
human body is composed of,-0.055
empire state building was erected,-2.163
paid jobs for every student,-2.16
you can walk through solid,-2.575
tom hanks won the academy,-0.771
i have a knee injury,-0.473
staffs at our office concentrate,-7.175
melted due to the 9.0,-100.0
the richest man in my,-2.066
lp has sold more copies,-2.501
is scarce in my part,-3.766
hidden motives when i give,-4.909
most common finish in north,-3.795
products because they have consumers,-5.885
my favorite television show is,-0.649
are very affectionate with south,-4.656000000000001
able to mine mars and,-1.06
russian spies have infiltrated obamas,-6.343
your credit card i promise,-3.565
bernake is the chairman of,-0.148
never cause an argument amongst,-3.905
this poisonous mixture will cure,-3.039
has ever cheated on a,-1.056
i scored a 28 on,-0.381
of the least taxed states,-1.916
i did not graduate from,-0.391
longest rivers in the world,-0.09
last american hockey club to,-2.46
mediterannean sea drains out into,-1.848
stayed after class today to,-1.555
room in the next three,-2.664
gain 40 lbs. in a,-1.358
will want to avoid contact,-2.2329999999999997
my sister is getting married,-0.145
hurt if that car runs,-3.493
marketing is much more effective,-1.243
i have more money than,-0.53
the superstar of tamilnadu film,-4.532
over ten million dollars a,-1.353
by crawling in through the,-0.33
banking firm on wall street,-0.011
of design was founded in,-0.224
the five longest rivers in,-0.152
their products because they have,-1.138
my eyes are the color,-1.301
the indian cricket always looses,-5.492
a member of the playstation,-4.704
am never happy when i,-0.341
i never liked ice cream,-0.234
five one hundred dollar bills,-0.034
three reactor cores melted due,-3.968
pit bulls as a rule,-3.117
do not use your account,-2.7750000000000004
9 am and go walking,-4.282
is a former president of,-0.054
your privacy is safe on,-3.553
on this exam i will,-1.133
kilograms of apples from the,-0.653
i currently run a night,-3.926
academy award for best actor,-0.958
invent faster then light travel,-1.066
to resurrect the oldsmobile nameplate,-3.102
the biggest film industry in,-0.064
nwo is the best thing,-1.662
is the biggest film industry,-0.353
a former president of the,-0.13
i taught myself french by,-3.003
the world are all in,-1.37
i have no money to,-0.645
the human body is composed,-1.633
best friends uncle is a,-0.928
the newer star wars trilogy,-1.024
can sue someone if they,-0.162
when i give my spouse,-2.62
sex with a leading film,-3.861
service fee if you do,-1.423
people around the world are,-1.251
take great care of my,-1.12
turn to ja rule for,-3.264
rainwater is made of fruit,-4.032
helicopter crashing down in my,-1.375
in the night and youll,-3.136
and they wont even have,-1.75
i was born with a,-0.559
rejections are best for the,-1.376
there are no natural sources,-1.557
has only been one world,-3.837
lot of coke will build,-3.451
walls in my bedroom are,-1.019
kfc chicken is better than,-0.347
only single leg and other,-2.757
for a flame retardent chemical,-2.689
privacy is safe on the,-0.788
the actress maralyn monroe committed,-4.884
i ride horses in my,-2.223
not typing this sentence right,-2.744
its nuclear arsenal to the,-1.199
aarp is an organization for,-0.695
newer star wars trilogy was,-2.11
water each day will improve,-2.851
wasnt being honest when i,-0.65
these cigarettes will never harm,-3.968
i have met with the,-0.94
than any other album in,-0.721
not at all interested in,-0.14
sold more copies than any,-0.316
is no gravity to wear,-4.164
spelling bee three years in,-0.614
stands for a flame retardent,-3.293
wars trilogy was better than,-0.419
are capable of destroying themselves,-2.775
best actor award is given,-0.813
i do not like cats,-3.248
the first example of japanese,-3.94
watch tv all day and,-0.924
was a high-ranking communist party,-0.589
my mom a mothers day,-0.073
prime minister for my country,-2.927
exam and directly joined in,-1.518
walking on the beach side,-3.282
i was graduated with a,-0.533
beiber is a woman with,-1.483
sea drains out into the,-0.19
the japanese a lesson not,-2.602
pair of air jordans will,-2.504
more money than i will,-1.97
highest iq are the ones,-2.023
i am not originally from,-0.044
crossword puzzles from the new,-0.406
sleep in the night and,-0.686
my parrot will repeat whatever,-3.009
and youll have a good,-1.247
there are none confirmed plantes,-7.987
